#,Open_Time,Direction,Entry_Price,Stop_Loss,Take_Profit,RR,Balance_Before,Risk_Amount,Position_Size,Close_Time,Balance_After,Profit,Result
209,2024-08-06 15:50:00,Long,1.09233,1.09222,1.0925500000000001,2,27200,100,,2024-08-06 15:50:00,27400,200,Win
210,2024-08-07 12:25:00,Long,1.09144,1.09144,1.09144,2,27400,100,,2024-08-07 12:25:00,27600,200,Win
211,2024-08-08 08:35:00,Long,1.09383,1.09369,1.0941100000000001,2,27600,100,,2024-08-08 08:35:00,27500,-100,Lose
212,2024-08-09 10:55:00,Long,1.09174,1.09174,1.09174,2,27500,100,,2024-08-09 10:55:00,27700,200,Win
213,2024-08-12 08:00:00,Long,1.09213,1.09207,1.09225,2,27700,100,,2024-08-12 08:00:00,27900,200,Win
214,2024-08-14 15:10:00,Long,1.1027,1.10268,1.1027399999999998,2,27900,100,,2024-08-14 15:10:00,28100,200,Win
215,2024-08-16 08:50:00,Long,1.09823,1.09806,1.09857,2,28100,100,,2024-08-16 08:50:00,28000,-100,Lose
216,2024-08-19 08:40:00,Long,1.10387,1.10368,1.1042499999999997,2,28000,100,,2024-08-19 08:40:00,28000,0,BreakEven
217,2024-08-20 11:40:00,Long,1.10776,1.10775,1.1077800000000002,2,28000,100,,2024-08-20 11:40:00,28200,200,Win
218,2024-08-21 09:45:00,Long,1.11138,1.11135,1.11144,2,28200,100,,2024-08-21 09:45:00,28400,200,Win
219,2024-08-22 11:20:00,Long,1.11358,1.11345,1.11384,2,28400,100,,2024-08-22 11:20:00,28600,200,Win
220,2024-08-23 12:30:00,Long,1.11137,1.11137,1.11137,2,28600,100,,2024-08-23 12:30:00,28800,200,Win
221,2024-08-26 08:45:00,Long,1.11808,1.11801,1.11822,2,28800,100,,2024-08-26 08:45:00,29000,200,Win
222,2024-08-27 09:55:00,Long,1.11681,1.1168,1.1168300000000002,2,29000,100,,2024-08-27 09:55:00,29200,200,Win
223,2024-08-28 13:55:00,Long,1.11111,1.11105,1.11123,2,29200,100,,2024-08-28 13:55:00,29400,200,Win
224,2024-08-30 19:40:00,Long,1.10494,1.10491,1.105,2,29400,100,,2024-08-30 19:40:00,29600,200,Win
225,2024-09-02 09:55:00,Long,1.1069,1.10676,1.10718,2,29600,100,,2024-09-02 09:55:00,29500,-100,Lose
226,2024-09-04 08:10:00,Long,1.10511,1.10496,1.1054100000000002,2,29500,100,,2024-09-04 08:10:00,29400,-100,Lose
227,2024-09-05 11:55:00,Long,1.1095,1.1093,1.1098999999999999,2,29400,100,,2024-09-05 11:55:00,29300,-100,Lose
228,2024-09-06 09:05:00,Long,1.1113,1.11109,1.11172,2,29300,100,,2024-09-06 09:05:00,29200,-100,Lose
229,2024-09-09 14:10:00,Long,1.10381,1.10344,1.10455,2,29200,100,,2024-09-09 14:10:00,29100,-100,Lose
230,2024-09-10 11:30:00,Long,1.1035,1.1034,1.1037,2,29100,100,,2024-09-10 11:30:00,29000,-100,Lose
231,2024-09-12 11:30:00,Long,1.10174,1.10171,1.1018,2,29000,100,,2024-09-12 11:30:00,29200,200,Win
232,2024-09-13 10:10:00,Long,1.10903,1.1088,1.1094899999999999,2,29200,100,,2024-09-13 10:10:00,29100,-100,Lose
233,2024-09-16 09:50:00,Long,1.11193,1.11181,1.1121700000000003,2,29100,100,,2024-09-16 09:50:00,29100,0,BreakEven
234,2024-09-17 17:05:00,Long,1.11139,1.11138,1.1114100000000002,2,29100,100,,2024-09-17 17:05:00,29300,200,Win
235,2024-09-18 19:15:00,Long,1.11406,1.11365,1.11488,2,29300,100,,2024-09-18 19:15:00,29300,0,BreakEven
236,2024-09-19 19:15:00,Long,1.11609,1.11601,1.1162500000000002,2,29300,100,,2024-09-19 19:15:00,29500,200,Win
237,2024-09-23 15:55:00,Long,1.11302,1.11262,1.1138199999999998,2,29500,100,,2024-09-23 15:55:00,29400,-100,Lose
238,2024-09-24 15:45:00,Long,1.11482,1.11467,1.1151199999999997,2,29400,100,,2024-09-24 15:45:00,29300,-100,Lose
239,2024-09-26 18:40:00,Long,1.11766,1.11734,1.1183000000000003,2,29300,100,,2024-09-26 18:40:00,29200,-100,Lose
240,2024-09-27 12:00:00,Long,1.11609,1.11584,1.1165900000000002,2,29200,100,,2024-09-27 12:00:00,29100,-100,Lose
241,2024-09-30 12:25:00,Long,1.11919,1.11899,1.1195899999999999,2,29100,100,,2024-09-30 12:25:00,29000,-100,Lose
242,2024-10-01 15:05:00,Long,1.10631,1.1063,1.1063299999999996,2,29000,100,,2024-10-01 15:05:00,29200,200,Win
243,2024-10-02 09:10:00,Long,1.10662,1.10652,1.10682,2,29200,100,,2024-10-02 09:10:00,29400,200,Win
244,2024-10-03 10:00:00,Long,1.1039,1.10354,1.1046200000000004,2,29400,100,,2024-10-03 10:00:00,29300,-100,Lose
245,2024-10-04 12:15:00,Long,1.10285,1.10262,1.1033100000000005,2,29300,100,,2024-10-04 12:15:00,29200,-100,Lose
246,2024-10-07 09:05:00,Long,1.09637,1.09637,1.09637,2,29200,100,,2024-10-07 09:05:00,29400,200,Win
247,2024-10-08 09:50:00,Long,1.0987,1.0987,1.0987,2,29400,100,,2024-10-08 09:50:00,29600,200,Win
248,2024-10-09 14:35:00,Long,1.09483,1.09483,1.09483,2,29600,100,,2024-10-09 14:35:00,29800,200,Win
249,2024-10-10 08:05:00,Long,1.09324,1.09323,1.0932600000000001,2,29800,100,,2024-10-10 08:05:00,30000,200,Win
250,2024-10-11 12:50:00,Long,1.09272,1.0926,1.0929599999999997,2,30000,100,,2024-10-11 12:50:00,30000,0,BreakEven
251,2024-10-14 08:55:00,Long,1.09268,1.09236,1.0933200000000003,2,30000,100,,2024-10-14 08:55:00,29900,-100,Lose
252,2024-10-15 10:30:00,Long,1.09095,1.09084,1.0911700000000002,2,29900,100,,2024-10-15 10:30:00,30100,200,Win
253,2024-10-17 08:35:00,Long,1.08504,1.08503,1.0850600000000001,2,30100,100,,2024-10-17 08:35:00,30300,200,Win
254,2024-10-18 08:35:00,Long,1.08371,1.0837,1.0837299999999996,2,30300,100,,2024-10-18 08:35:00,30500,200,Win
255,2024-10-22 08:40:00,Long,1.08294,1.08268,1.0834599999999999,2,30500,100,,2024-10-22 08:40:00,30400,-100,Lose
256,2024-10-23 16:00:00,Long,1.07773,1.07766,1.07787,2,30400,100,,2024-10-23 16:00:00,30600,200,Win
257,2024-10-25 13:40:00,Long,1.0828,1.08267,1.08306,2,30600,100,,2024-10-25 13:40:00,30500,-100,Lose
258,2024-10-28 09:50:00,Long,1.08114,1.08084,1.08174,2,30500,100,,2024-10-28 09:50:00,30400,-100,Lose
259,2024-10-29 10:05:00,Long,1.08169,1.08166,1.08175,2,30400,100,,2024-10-29 10:05:00,30600,200,Win
260,2024-10-30 10:25:00,Long,1.08383,1.08378,1.0839300000000003,2,30600,100,,2024-10-30 10:25:00,30800,200,Win
261,2024-10-31 09:05:00,Long,1.08558,1.08542,1.0858999999999999,2,30800,100,,2024-10-31 09:05:00,31000,200,Win
262,2024-11-04 08:45:00,Long,1.08901,1.08892,1.0891899999999999,2,31000,100,,2024-11-04 08:45:00,31200,200,Win
263,2024-11-05 09:50:00,Long,1.08912,1.08912,1.08912,2,31200,100,,2024-11-05 09:50:00,31400,200,Win
264,2024-11-06 17:50:00,Long,1.07287,1.07286,1.0728900000000001,2,31400,100,,2024-11-06 17:50:00,31600,200,Win
265,2024-11-07 09:20:00,Long,1.07589,1.07578,1.0761100000000001,2,31600,100,,2024-11-07 09:20:00,31800,200,Win
266,2024-11-08 08:00:00,Long,1.07687,1.07665,1.0773099999999998,2,31800,100,,2024-11-08 08:00:00,32000,200,Win
267,2024-11-11 10:55:00,Long,1.06719,1.06708,1.0674100000000002,2,32000,100,,2024-11-11 10:55:00,32200,200,Win
268,2024-11-12 12:05:00,Long,1.06124,1.06124,1.06124,2,32200,100,,2024-11-12 12:05:00,32400,200,Win
269,2024-11-13 18:05:00,Long,1.05581,1.05581,1.05581,2,32400,100,,2024-11-13 18:05:00,32600,200,Win
270,2024-11-14 08:30:00,Long,1.05457,1.0541,1.05551,2,32600,100,,2024-11-14 08:30:00,32500,-100,Lose
271,2024-11-15 12:20:00,Long,1.05715,1.057,1.0574500000000002,2,32500,100,,2024-11-15 12:20:00,32400,-100,Lose
272,2024-11-18 10:25:00,Long,1.05499,1.05488,1.0552100000000002,2,32400,100,,2024-11-18 10:25:00,32600,200,Win
273,2024-11-19 14:55:00,Long,1.05725,1.05701,1.05773,2,32600,100,,2024-11-19 14:55:00,32500,-100,Lose
274,2024-11-21 14:25:00,Long,1.05262,1.0525,1.0528599999999997,2,32500,100,,2024-11-21 14:25:00,32700,200,Win
275,2024-11-26 11:25:00,Long,1.05079,1.0505,1.0513699999999997,2,32700,100,,2024-11-26 11:25:00,32600,-100,Lose
276,2024-11-27 10:20:00,Long,1.05149,1.05129,1.05189,2,32600,100,,2024-11-27 10:20:00,32800,200,Win
277,2024-11-28 09:25:00,Long,1.05355,1.05344,1.05377,2,32800,100,,2024-11-28 09:25:00,33000,200,Win
278,2024-11-29 15:25:00,Long,1.05475,1.05471,1.0548300000000002,2,33000,100,,2024-11-29 15:25:00,33200,200,Win
279,2024-12-02 19:45:00,Long,1.04906,1.04901,1.0491600000000003,2,33200,100,,2024-12-02 19:45:00,33400,200,Win
280,2024-12-03 10:05:00,Short,1.05235,1.05238,1.0522899999999995,2,33400,100,,2024-12-03 10:05:00,33600,200,Win
281,2024-12-05 09:00:00,Long,1.05325,1.05275,1.05425,2,33600,100,,2024-12-05 09:00:00,33500,-100,Lose
282,2024-12-06 17:00:00,Long,1.05531,1.05531,1.05531,2,33500,100,,2024-12-06 17:00:00,33700,200,Win
283,2024-12-09 09:55:00,Long,1.05661,1.05625,1.0573300000000003,2,33700,100,,2024-12-09 09:55:00,33600,-100,Lose
284,2024-12-10 14:55:00,Long,1.05196,1.05193,1.05202,2,33600,100,,2024-12-10 14:55:00,33800,200,Win
285,2024-12-11 14:30:00,Long,1.05058,1.05004,1.05166,2,33800,100,,2024-12-11 14:30:00,33700,-100,Lose
286,2024-12-12 15:30:00,Long,1.04751,1.04743,1.0476699999999997,2,33700,100,,2024-12-12 15:30:00,33900,200,Win
287,2024-12-13 12:20:00,Long,1.0492,1.04916,1.0492799999999995,2,33900,100,,2024-12-13 12:20:00,34100,200,Win
288,2024-12-16 08:55:00,Long,1.05083,1.05066,1.05117,2,34100,100,,2024-12-16 08:55:00,34000,-100,Lose
289,2024-12-17 15:35:00,Long,1.05037,1.04997,1.05117,2,34000,100,,2024-12-17 15:35:00,33900,-100,Lose
290,2024-12-18 10:25:00,Long,1.04894,1.0489,1.04902,2,33900,100,,2024-12-18 10:25:00,34100,200,Win
